player_col,rapm_score,hltv_player_id,hltv_slug,player_name,label,maps,avg_rating,avg_adr,avg_kd_log,win_rate,rapm_rank,rating_rank,adr_rank,kd_rank,winrate_rank,delta_rating,delta_adr,delta_kd,rapm_score_z,avg_rating_z,avg_adr_z,avg_kd_log_z,flag_high_rating_low_rapm,flag_low_rating_high_rapm
p_21286,1.8455784347312083,21286,mlhzin,mlhzin,mlhzin,55,0.8176727272727273,84.37454545454545,0.0829838066901862,0.6545454545454545,18.0,34.0,16.0,129.0,20.0,16.0,-2.0,111.0,2.1309891034453052,1.7901457512931387,2.178118828846526,1.019906029414844,False,False
p_16920,1.812300996352989,16920,sh1ro,sh1ro,sh1ro,244,0.7457909836065574,77.55860655737705,0.32817454348515673,0.6680327868852459,19.0,317.0,167.0,2.0,13.0,298.0,148.0,-17.0,2.07519861387775,0.33592240841086746,0.8493006662885162,3.1561960031242244,False,False
p_21167,1.8123009963529544,21167,donk,donk,donk,244,0.9423852459016394,96.44918032786885,0.2773870585675025,0.6680327868852459,20.0,1.0,1.0,3.0,13.0,-19.0,-19.0,-17.0,2.0751986138776917,4.313176586244327,4.532159023161374,2.7136964363064675,False,False
p_7716,1.8123009963529533,7716,chopper,chopper,chopper,244,0.6253893442622951,62.5172131147541,-0.1912199540562505,0.6680327868852459,21.0,835.0,836.0,773.0,13.0,814.0,815.0,752.0,2.0751986138776894,-2.099896000069429,-2.083131255165734,-1.3691676872070404,False,True
p_19235,1.750640855929332,19235,belchonokk,belchonokk,belchonokk,370,0.7886837837837838,79.6481081081081,0.05549582124817156,0.5945945945945946,22.0,92.0,80.0,176.0,76.0,70.0,58.0,154.0,1.9718237873078164,1.203676974145806,1.2566645897617803,0.7804095930288761,False,False
p_7687,1.7503869012760616,7687,nitr0,nitr0,nitr0,89,0.7326741573033708,73.4314606741573,0.047299411076065966,0.6966292134831461,23.0,402.0,411.0,198.0,2.0,379.0,388.0,175.0,1.9713980257370822,0.07055885402614927,0.044682771103558394,0.7089961738273154,False,False
p_15662,1.7340937431838264,15662,zorte,zorte,zorte,231,0.7086666666666667,72.96580086580086,0.10294740726526702,0.5627705627705628,24.0,558.0,433.0,103.0,177.0,534.0,409.0,79.0,1.9440821231055156,-0.4151312740550601,-0.04610108424678451,1.1938442470863644,False,False
p_19692,1.7284192209927713,19692,zevy,zevy,zevy,173,0.6943583815028902,72.09768786127168,0.15873742918507508,0.6647398843930635,25.0,642.0,493.0,41.0,17.0,617.0,468.0,16.0,1.9345686392999797,-0.7045989639098421,-0.21534619412451664,1.6799297575678405,False,True
p_20690,1.704746153449945,20690,zock,zock,zock,244,0.7409057377049181,75.19754098360656,-0.013025798781912916,0.5655737704918032,26.0,348.0,297.0,366.0,168.0,322.0,271.0,340.0,1.8948801268378983,0.23709010046245407,0.38899330955442396,0.18339662359113357,False,False
p_7938,1.6726813250417067,7938,xantares,xantares,xantares,273,0.8336153846153846,85.33772893772894,0.10932732847415669,0.5714285714285714,27.0,14.0,8.0,91.0,146.0,-13.0,-19.0,64.0,1.8411226093732682,2.1126780560593765,2.365898638149367,1.2494310196119665,False,False
p_21170,1.6450804513181208,21170,koala,koala,koala,273,0.7628315018315018,77.1025641025641,0.15889591122307098,0.5860805860805861,28.0,208.0,184.0,40.0,106.0,180.0,156.0,12.0,1.7948490278544749,0.6806652890595413,0.7603917857959498,1.6813105747765542,False,False
p_20761,1.6421933062973846,20761,launx,launx,launx,274,0.79507299270073,79.73357664233576,0.034181965097994274,0.572992700729927,29.0,71.0,77.0,218.0,140.0,42.0,48.0,189.0,1.7900086542557416,1.3329356186317423,1.2733273184514557,0.5947069119655932,False,False
p_20357,1.629787602827937,20357,d1ledez,d1ledez,d1ledez,341,0.7739384164222874,77.67478005865102,0.03285445852389256,0.5689149560117303,30.0,154.0,162.0,224.0,152.0,124.0,132.0,194.0,1.7692101702461245,0.9053667729346715,0.8719495574874894,0.5831406553387851,False,False
p_22326,1.626688351077735,22326,kaide,kaide,kaide,319,0.8256238244514107,83.53260188087775,0.04895712727598003,0.5047021943573667,31.0,23.0,22.0,192.0,429.0,-8.0,-9.0,161.0,1.764014194207595,1.9510026049118485,2.013975644845356,0.7234394702724553,False,False
p_20903,1.6245571848532954,20903,senzu,senzu,senzu,280,0.7884785714285715,80.43249999999999,0.10216982799205468,0.6107142857142858,32.0,93.0,61.0,106.0,45.0,61.0,29.0,74.0,1.7604412386916093,1.1995253692740109,1.4095876438317327,1.1870693793778961,False,False
p_20104,1.6151046981321382,20104,s1n,s1n,s1n,158,0.7353481012658228,73.56202531645569,0.03422732271943423,0.6012658227848101,33.0,384.0,400.0,217.0,61.0,351.0,367.0,184.0,1.744593899247677,0.12465481121126845,0.07013732266153591,0.5951021023923609,False,False
p_3972,1.5788511848645852,3972,hunter,hunter,hunter,239,0.7174058577405859,72.06527196652719,-0.02631689960396178,0.602510460251046,34.0,508.0,498.0,408.0,58.0,474.0,464.0,374.0,1.6838139428474128,-0.23833067059970964,-0.22166591475903405,0.06759434738423764,False,False
p_19750,1.56820314175959,19750,drop,drop,drop,255,0.7250392156862745,73.2843137254902,-0.03066160659577437,0.5450980392156862,35.0,463.0,417.0,422.0,241.0,428.0,382.0,387.0,1.66596222208056,-0.08390192773630271,0.015995375147725477,0.029739923898918344,False,False
p_11219,1.5679556792015419,11219,cerq,cerq,cerq,370,0.6552864864864865,66.94648648648649,0.0573892717741367,0.5621621621621622,36.0,797.0,759.0,171.0,179.0,761.0,723.0,135.0,1.6655473446760485,-1.4950536591573214,-1.2196113509985045,0.796906787936025,False,True
p_22419,1.5547170767011156,22419,0samas,0samas,0samas,171,0.7267309941520468,73.14035087719299,-0.08330964960734988,0.4853801169590643,37.0,446.0,425.0,574.0,516.0,409.0,388.0,537.0,1.6433524838128255,-0.04967593918297436,-0.012071256674690821,-0.42897025370089076,False,False
p_16486,1.5463818256199442,16486,ztr,ztr,ztr,213,0.6874882629107981,68.05399061032864,-0.15726706999068768,0.5492957746478874,38.0,681.0,721.0,733.0,223.0,643.0,683.0,695.0,1.6293782189309642,-0.8435867835624662,-1.0036951555817986,-1.073344089807309,False,True
p_23047,1.5462431256377427,23047,sdaim,sdaim,sdaim,365,0.7572876712328768,75.80356164383562,-0.035046095339298616,0.5260273972602739,39.0,241.0,257.0,438.0,323.0,202.0,218.0,399.0,1.6291456848091344,0.5685093026529426,0.5071415606387057,-0.008461108754549425,False,False
